293,Fortnite,https://www.igdb.com/games/fortnite
294,Burnout Paradise,https://www.igdb.com/games/burnout-paradise
295,LittleBigPlanet,https://www.igdb.com/games/littlebigplanet
296,Dungeon Master,https://www.igdb.com/games/dungeon-master
297,Diablo III,https://www.igdb.com/games/diablo-iii
298,Wipeout XL (AKA Wipeout 2097),https://www.igdb.com/games/wipeout-xl
299,Tempest 2000,https://www.igdb.com/games/tempest-2000
300,Mario Kart 64,https://www.igdb.com/games/mario-kart-64
301,Kentucky Route Zero,https://www.igdb.com/games/kentucky-route-zero
302,Breakout,https://www.igdb.com/games/breakout
303,PaRappa the Rapper,https://www.igdb.com/games/parappa-the-rapper
304,BioShock Infinite,https://www.igdb.com/games/bioshock-infinite
305,Return of the Obra Dinn,https://www.igdb.com/games/return-of-the-obra-dinn
306,Marvel Vs Capcom 2: New Age of Heroes,https://www.igdb.com/games/marvel-vs-capcom-2-new-age-of-heroes
307,Phantasy Star Online,https://www.igdb.com/games/phantasy-star-online
308,Final Fight,https://www.igdb.com/games/final-fight
309,Daytona USA,https://www.igdb.com/games/daytona-usa
310,Championship Manager [1992-2003] / Football Manager [2004-Current] (Series),https://www.igdb.com/games/championship-manager
311,F-Zero GX,https://www.igdb.com/games/f-zero-gx
312,"Legend of Zelda, The: Twilight Princess",https://www.igdb.com/games/the-legend-of-zelda-twilight-princess
313,Saturn Bomberman,https://www.igdb.com/games/saturn-bomberman
314,Warlords,https://www.igdb.com/games/warlords
315,Animal Crossing: New Leaf,https://www.igdb.com/games/animal-crossing-new-leaf
316,Alone in the Dark,https://www.igdb.com/games/alone-in-the-dark
317,F-Zero,https://www.igdb.com/games/f-zero
318,Heroes of Might and Magic III,https://www.igdb.com/games/heroes-of-might-and-magic-iii-the-restoration-of-erathia
319,Crash Bandicoot: Warped,https://www.igdb.com/games/crash-bandicoot-warped
320,Metal Slug,https://www.igdb.com/games/metal-slug
321,Bionic Commando (1987) / Bionic Commando Rearmed (2009),https://www.igdb.com/games/bionic-commando--1
322,Ultima,https://www.igdb.com/games/ultima
323,King's Quest,https://www.igdb.com/games/king-s-quest-quest-for-the-crown
324,"Sims 2, The",https://www.igdb.com/games/the-sims-2
325,Mega Man,https://www.igdb.com/games/mega-man
326,MechWarrior 2,https://www.igdb.com/games/mechwarrior-2-31st-century-combat
327,OutRun 2 (2003) / OutRun 2006: Coast 2 Coast (2006),https://www.igdb.com/games/outrun-2
328,"Mind Forever Voyaging, A",https://www.igdb.com/games/a-mind-forever-voyaging
329,Combat,https://www.igdb.com/games/combat
330,Final Fantasy VIII,https://www.igdb.com/games/final-fantasy-viii
331,Star Wars: Jedi Knight - Dark Forces II,https://www.igdb.com/games/star-wars-jedi-knight-dark-forces-ii
332,Virtua Fighter,https://www.igdb.com/games/virtua-fighter--1
333,Wizardry: Proving Grounds of the Mad Overlord,https://www.igdb.com/games/wizardry-proving-grounds-of-the-mad-overlord
334,Donkey Kong '94,https://www.igdb.com/games/donkey-kong--2
335,Tekken 2,https://www.igdb.com/games/tekken-2
336,Rogue,https://www.igdb.com/games/rogue
